time,voltage
0.0,0.0
0.001,5.242411346483927
0.002,10.422989108386158
0.003,15.480676761173008
0.004,20.355962004483253
0.005,24.991624260766407
0.006,29.33345298997977
0.007,33.330927674535154
0.008,36.93785081811002
0.009000000000000001,40.11292590188639
0.01,42.82027294458997
0.011,45.029875109392215
0.012,46.7179506811317
0.013000000000000001,47.86724569016066
0.014,48.46724347225472
0.015,48.51428851449496
0.016,48.01162303129537
0.017,46.969335828823745
0.018000000000000002,45.40422413571926
0.019,43.33957018894179
0.02,40.804835451603296
0.021,37.83527639083306
0.022,34.471486744686075
0.023,30.758872145032456
0.024,26.747063826284062
0.025,22.48927892669933
0.026000000000000002,18.041635569937835
0.027,13.462431490813147
0.028,8.811395433458504
0.029,4.148920896445279
0.03,-0.4647079766411757
0.031,-4.970088463918365
0.032,-9.309459419696594
0.033,-13.427439801072168
0.034,-17.27173612895015
0.035,-20.7938098444124
0.036000000000000004,-23.949496035430094
0.037,-26.699565631925317
0.038,-29.01022389114989
0.039,-30.853538811014424
0.04,-32.207794005944734
0.041,-33.057761546596254
0.042,-33.394891288968225
0.043000000000000003,-33.21741428703426
0.044,-32.530358982288746
0.045,-31.345479979548674
0.046,-29.681100336686306
0.047,-27.56186940240547
0.048,-25.01843931657385
0.049,-22.087064328176027
0.05,-18.809128073359147
0.051000000000000004,-15.230604877685558
0.052000000000000005,-11.401461990804899
0.053,-7.37501041752412
0.054,-3.2072126670287493
0.055,1.044043706615624
0.056,5.319697461622427
0.057,9.560280293358371
0.058,13.706688901221483
0.059000000000000004,17.70095260166842
0.06,21.48698664791507
0.061,25.011321599014558
0.062,28.223799386671935
0.063,31.07822715338227
0.064,33.53298047484239
0.065,35.55154822619923
0.066,37.103012097294474
0.067,38.162454597121794
0.068,38.711290301557206
0.069,38.73751607938064
0.07,38.23587706714062
0.07100000000000001,37.20794624029378
0.07200000000000001,35.66211653251489
0.073,33.61350557300896
0.074,31.083774228777393
0.075,28.100861240823065
0.076,24.698637316136306
0.077,20.91648306728166
0.078,16.798796165335286
0.079,12.394433977362233
0.08,7.7560987849985805
0.081,2.9396734154669044
0.082,-1.9964842488863361
0.083,-6.992278889799279
0.084,-11.98663809652272
0.085,-16.918285737260646
0.08600000000000001,-21.726518494580063
0.08700000000000001,-26.351975658902496
0.088,-30.737392358875667
0.089,-34.828326617562496
0.09,-38.57385095629178
0.091,-41.9271997194473
0.092,-44.84636385765583
0.093,-47.294625576574745
0.094,-49.24102602521585
0.095,-50.660760051685216
0.096,-51.53549298445943
0.097,-51.85359539197728
0.098,-51.610292819695175
0.099,-50.80772858847111
0.1,-49.45493884734799
0.101,-47.56774019333595
0.10200000000000001,-45.168531286342585
0.10300000000000001,-42.28601098472173
0.10400000000000001,-38.95481659198735
0.105,-35.215086824465125
0.106,-31.111955070011145
0.107,-26.69497939714754
0.108,-22.017516580690753
0.109,-17.136048123875497
0.11,-12.109466868987658
0.111,-6.998333290795241
0.112,-1.8641109531950164
0.113,3.2316091254587467
0.114,8.227885312289864
0.115,13.06519350471592
0.116,17.68617679186512
0.117,22.03636708142204
0.11800000000000001,26.064869499806523
0.11900000000000001,29.725000850044655
0.12,32.97487399943606
0.121,35.7779207606435
0.122,38.10334661629272
0.123,39.92651150852409
0.124,41.229231860042646
0.125,42.0
0.126,42.23411822363805
0.127,41.933745805548384
0.128,41.10785839870789
0.129,39.77212037093166
0.13,37.94867174273319
0.131,35.66583248158533
0.132,32.95772796329684
0.133,29.86384041816607
0.134,26.428492124883746
0.135,22.7002669867502
0.136,18.73137791151575
0.137,14.576988107993854
0.138,10.294495000697067
0.139,5.94278594059362
0.14,1.581475249586095
0.14100000000000001,-2.729867626117386
0.14200000000000002,-6.932488965968766
0.14300000000000002,-10.969210754415254
0.14400000000000002,-14.785170055667542
0.145,-18.328528314424787
0.146,-21.551141498596813
0.147,-24.409182501696428
0.148,-26.863707833924206
0.149,-28.881161344203687
0.15,-30.43380852144491
0.151,-31.50009581180563
0.152,-32.06493034833131
0.153,-32.11987650781992
0.154,-31.663266774059274
0.155,-30.700225483119794
0.156,-29.24260514113955
0.157,-27.30883612376298
0.158,-24.92369167479241
0.159,-22.1179712055143
0.16,-18.928105941718034
0.161,-15.39569195926905
0.162,-11.566956578528188
0.163,-7.4921649410451785
0.164,-3.2249743578908756
0.165,1.1782553120597727
0.166,5.659186432176379
0.167,10.158254234073793
0.168,14.615433735029944
0.169,18.971013112884457
0.17,23.166363640514383
0.171,27.14469632452574
0.17200000000000001,30.851795561312294
0.17300000000000001,34.236720415966715
0.17400000000000002,37.252464541950324
0.17500000000000002,39.856566286672546
0.176,42.01166116346273
0.177,43.68596960572414
0.178,44.85371374494464
0.179,45.495457860159455
0.18,45.59836812083418
0.181,45.15638827552485
0.182,44.17032901190373
0.183,42.64786981610945
0.184,40.60347327680003
0.185,38.05821289748535
0.186,35.03951658540111
0.187,31.58082906224908
0.188,27.721197477805248
0.189,23.504785488455962
0.19,18.980321976629067
0.191,14.200491422162951
0.192,9.221273682233907
0.193,4.101241583011914
0.194,-1.0991747345217255
0.195,-6.318447347077884
0.196,-11.494724286894385
0.197,-16.566607629953836
0.198,-21.47392602352007
0.199,-26.15849181237091
0.2,-30.564833119208572
0.201,-34.64089155399
0.202,-38.33867666525886
0.203,-41.61486879838243
0.20400000000000001,-44.431362683849756
0.20500000000000002,-46.75574483506444
0.20600000000000002,-48.56169867970627
0.20700000000000002,-49.829332270950516
0.20800000000000002,-50.54542441284127
0.209,-50.70358607529532
0.21,-50.30433505526511
0.211,-49.35508294770358
0.212,-47.87003460900718
0.213,-45.87000141227284
0.214,-43.38213069372355
0.215,-40.43955485898617
0.216,-37.08096464288317
0.217,-33.35011198393562
0.218,-29.295248872508374
0.219,-24.968509347994676
0.22,-20.425242545206597
0.221,-15.72330531395486
0.222,-10.92232345069883
0.223,-6.082930980550692
0.224,-1.2659972067276168
0.225,3.468148600796286
0.226,8.060484977151848
0.227,12.454048692614128
0.228,16.594658261660825
0.229,20.431601297442583
0.23,23.918276941563025
0.231,27.012785174598143
0.232,29.67845549298692
0.233,31.884308214101686
0.234,33.60544253353725
0.23500000000000001,34.82334639592119
0.23600000000000002,35.52612424086584
0.23700000000000002,35.70863973626855
0.23800000000000002,35.372571698596545
0.23900000000000002,34.526382510166286
0.24,33.18519946255569
0.241,31.37061056886776
0.242,29.110377481366008
0.243,26.438069211044862
0.244,23.39262135843911
0.245,20.017826517469356
0.246,16.36176239419516
0.247,12.476164978757922
0.248,8.415754811361898
0.249,4.237524982888575
0.25,4.139306181118054e-14
0.251,-4.237524982888493
0.252,-8.415754811361818
0.253,-12.476164978757842
0.254,-16.361762394195086
0.255,-20.017826517469285
0.256,-23.392621358439044
0.257,-26.438069211044805
0.258,-29.110377481365962
0.259,-31.37061056886772
0.26,-33.18519946255566
0.261,-34.52638251016629
0.262,-35.372571698596566
0.263,-35.70863973626855
0.264,-35.52612424086583
0.265,-34.82334639592118
0.266,-33.60544253353723
0.267,-31.884308214101676
0.268,-29.678455492986892
0.269,-27.012785174598108
0.27,-23.918276941562986
0.271,-20.431601297442544
0.272,-16.594658261660776
0.273,-12.454048692614078
0.274,-8.060484977151791
0.275,-3.46814860079623
0.276,1.265997206727671
0.277,6.082930980550751
0.278,10.922323450698887
0.279,15.723305313954919
0.28,20.425242545206654
0.281,24.968509347994726
0.28200000000000003,29.29524887250842
0.28300000000000003,33.35011198393578
0.28400000000000003,37.080964642883316
0.28500000000000003,40.439554858986305
0.28600000000000003,43.38213069372368
0.28700000000000003,45.87000141227294
0.28800000000000003,47.87003460900726
0.289,49.355082947703565
0.29,50.30433505526511
0.291,50.70358607529532
0.292,50.545424412841285
0.293,49.82933227095054
0.294,48.561698679706296
0.295,46.75574483506448
0.296,44.43136268384981
0.297,41.614868798382496
0.298,38.33867666525893
0.299,34.64089155399009
0.3,30.564833119208654
0.301,26.158491812370997
0.302,21.47392602352017
0.303,16.566607629953932
0.304,11.494724286894485
0.305,6.318447347077985
0.306,1.0991747345218272
0.307,-4.101241583011811
0.308,-9.22127368223381
0.309,-14.200491422162855
0.31,-18.98032197662898
0.311,-23.504785488455877
0.312,-27.72119747780517
0.313,-31.580829062249002
0.314,-35.039516585401046
0.315,-38.0582128974853
0.316,-40.60347327679999
0.317,-42.647869816109406
0.318,-44.1703290119037
0.319,-45.15638827552483
0.32,-45.598368120834195
0.321,-45.495457860159476
0.322,-44.85371374494464
0.323,-43.68596960572415
0.324,-42.01166116346276
0.325,-39.85656628667251
0.326,-37.252464541950296
0.327,-34.23672041596667
0.328,-30.85179556131225
0.329,-27.14469632452569
0.33,-23.166363640514348
0.331,-18.971013112884417
0.332,-14.615433735029882
0.333,-10.158254234073732
0.334,-5.659186432176317
0.335,-1.1782553120597203
0.336,3.2249743578909253
0.337,7.492164941045228
0.338,11.566956578528238
0.339,15.395691959269094
0.34,18.928105941718073
0.341,22.117971205514337
0.342,24.92369167479244
0.343,27.308836123763008
0.34400000000000003,29.24260514113957
0.34500000000000003,30.70022548311981
0.34600000000000003,31.663266774059274
0.34700000000000003,32.119876507819924
0.34800000000000003,32.0649303483313
0.34900000000000003,31.500095811805622
0.35000000000000003,30.433808521444888
0.35100000000000003,28.88116134420366
0.352,26.86370783392431
0.353,24.409182501696556
0.354,21.551141498596962
0.355,18.328528314424965
0.356,14.785170055667617
0.357,10.969210754415332
0.358,6.932488965968851
